Chủ đề,Từ khoá tổng,Nhóm từ khóa,Key có AIO,TOP lên AIO,Trang đích dự kiến,Volume,Phương án,URL Đúng,URL SERP,Index,Đánh giá LP,Now,2026-07-09 00:00:00,2026-07-02 00:00:00,2026-06-30 00:00:00,2026-06-28 00:00:00,2026-06-25 00:00:00,2026-06-21 00:00:00,2026-06-06 00:00:00,2026-06-02 00:00:00,2026-05-26 00:00:00,2026-05-22 00:00:00,2026-05-14 00:00:00,2026-05-12 00:00:00,2026-05-06 00:00:00,,,,,,,,,,,,,,,,
Bệnh lý – Rau màu,thuốc đặc trị héo xanh cà chua,thuốc trị héo xanh,Yes,7,Blog,70,Tối ưu technical,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-rau-mau/bien-phap-quan-ly-benh-heo-xanh-tren-cay-trong-ho-ca-va-ho-bau-bi-dua,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-rau-mau/bien-phap-quan-ly-benh-heo-xanh-tren-cay-trong-ho-ca-va-ho-bau-bi-dua,#N/A,Đúng,3,3,6,4,4,4,5,5,3,1,1,1,1,-,,,,,,,,,,,,,,,,
Thuốc BVTV,thuốc trừ bệnh sinh học cho cây trồng,thuốc trừ bệnh sinh học,Yes,,Blog,30,Viết mới,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/thuoc-tru-benh-sinh-hoc,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/thuoc-tru-benh-sinh-hoc,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/thuoc-tru-benh-sinh-hoc,Đúng,3,3,10,21,10,17,62,62,3,39,54,54,-,-,,,,,,,,,,,,,,,,
Thuốc trừ cỏ,thuốc cỏ tiền nảy mầm,thuốc trừ cỏ hậu nảy mầm,Yes,,Sản phẩm,40,Tối ưu content,,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/thuoc-tru-co-hau-nay-mam-som,#N/A,Sai,3,3,23,12,15,18,20,-,3,-,2,2,1,-,,,,,,,,,,,,,,,,
Ốc bươu vàng,thuốc ốc bươu vàng,thuốc trừ ốc,Yes,5,Sản phẩm,110,Tối ưu content,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-oc/thuoc-tru-oc,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/phong-tru-oc-buou-vang-hai-lua,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-oc/thuoc-tru-oc,Sai,3,3,8,6,9,7,11,6,3,6,1,1,2,10,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,vàng lá thối rễ,vàng lá thối rễ,No,,Blog,170,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/vang-la-thoi-re,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/thuoc-dac-tri-vang-la-thoi-re,Indexed,Sai,3,3,3,3,3,3,3,3,3,20,52,52,34,50,,,,,,,,,,,,,,,,
Sâu hại – Lúa,vòng đời sâu đục thân,vòng đời sâu đục thân,Yes,6,Blog,140,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/vong-doi-sau-duc-than,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/vong-doi-sau-duc-than,Indexed,Đúng,3,3,1,1,1,4,3,5,3,3,15,15,14,34,,,,,,,,,,,,,,,,
Bệnh lý – Lúa,bạc lá,bạc lá lúa,Yes,,Blog,140,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/bac-la,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/bac-la,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/bac-la,Đúng,4,4,2,7,7,11,5,8,4,-,-,-,-,-,,,,,,,,,,,,,,,,
Kiến thức sâu bệnh,thế nào là bệnh hại cây trồng,bệnh hại cây trồng,No,,Blog,110,Viết mới,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/benh-hai-cay-trong,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/benh-hai-cay-trong,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/benh-hai-cay-trong,Đúng,4,4,13,12,13,12,7,7,4,28,17,17,18,-,,,,,,,,,,,,,,,,
Bệnh lý – Rau màu,thuốc trị bệnh sương mai cà chua,bệnh sương mai cà chua,Yes,,Blog,10,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-ca-chua/benh-suong-mai-tren-cay-ca-chua,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-ca-chua/benh-suong-mai-tren-cay-ca-chua,Indexed,Đúng,4,4,2,3,3,2,3,5,4,-,-,-,-,-,,,,,,,,,,,,,,,,
Bệnh lý – Tổng hợp,bệnh thán thư là gì,bệnh thán thư là gì,Yes,,Blog,90,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/benh-than-thu-la-gi,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-than-thu-tren-sau-rieng,#N/A,Sai,4,4,10,11,-,9,6,10,4,2,3,3,3,2,,,,,,,,,,,,,,,,
Bệnh lý – Rau màu,bệnh thối nhũn,bệnh thối nhũn,Yes,,Blog,50,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-rau-mau/benh-thoi-nhun,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/benh-thoi-nhun,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-rau-mau/benh-thoi-nhun,Sai,4,4,3,1,5,5,5,12,4,9,-,-,-,-,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,bệnh xì mủ trên cây sầu riêng,bệnh xì mủ trên cây sầu riêng,Yes,3,Blog,50,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-xi-mu-tren-cay-sau-rieng,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-xi-mu-tren-cay-sau-rieng,Indexed,Đúng,4,4,2,4,2,1,1,1,4,2,2,2,5,2,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,nứt thân sầu riêng,bệnh xì mủ trên cây sầu riêng,Yes,1,Blog,20,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-xi-mu-tren-cay-sau-rieng,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-xi-mu-tren-cay-sau-rieng,Indexed,Đúng,4,4,4,2,2,1,1,1,4,14,23,23,15,16,,,,,,,,,,,,,,,,
Thuốc BVTV,các loại thuốc bảo vệ thực vật,các loại thuốc bảo vệ thực vật,Yes,,Blog,170,Viết mới,,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat,#N/A,Sai,4,4,4,4,4,4,4,14,4,17,15,15,10,8,,,,,,,,,,,,,,,,
Kỹ thuật canh tác – Sầu riêng,cách chăm sóc sầu riêng con,cách chăm sóc sầu riêng con,Yes,,Blog,30,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/cach-cham-soc-cay-sau-rieng-con,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/cach-cham-soc-cay-sau-rieng-con,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/cach-cham-soc-cay-sau-rieng-con,Đúng,4,4,3,5,5,4,-,-,4,5,10,10,7,7,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,đen mắt cua sầu riêng,đen bông sầu riêng,Yes,8,Blog,20,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/den-bong-sau-rieng,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/dom-mat-cua-sau-rieng,Indexed,Sai,4,4,8,6,6,8,7,8,4,-,-,-,-,-,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,đốm mắt cua sầu riêng,đốm mắt cua sầu riêng,Yes,7,Blog,140,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/dom-mat-cua-sau-rieng,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/dom-mat-cua-sau-rieng,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/dom-mat-cua-sau-rieng,Đúng,4,4,4,4,5,4,4,5,4,3,5,5,9,11,,,,,,,,,,,,,,,,
Kỹ thuật canh tác – Lúa,quy trình chăm sóc cây lúa,kỹ thuật chăm sóc lúa gieo sạ,Yes,,Blog,20,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/ky-thuat-cham-soc-lua-gieo-sa,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/cham-soc-cay-lua,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/ky-thuat-cham-soc-lua-gieo-sa,Sai,4,4,3,-,-,-,-,-,4,-,9,9,7,8,,,,,,,,,,,,,,,,
Phân bón lá,phân bón lá sinh học,phân bón lá sinh học,Yes,,Blog,50,Viết mới,,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/phan-bon-la-sinh-hoc,#N/A,Sai,4,4,4,-,5,3,5,-,4,48,5,5,7,-,,,,,,,,,,,,,,,,
Phân bón lá,phun kali qua lá,phun kali qua lá,Yes,,Blog,110,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cung-cap-kali-bang-phan-bon-la,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cung-cap-kali-bang-phan-bon-la,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cung-cap-kali-bang-phan-bon-la,Đúng,4,4,4,4,6,6,5,13,4,-,5,5,-,-,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,thuốc nấm trái sầu riêng,phytophthora sầu riêng,Yes,2,Blog,20,Tối ưu technical,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/phong-tru-benh-hai-do-nam-phytophthora-tren-cay-sau-rieng,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/phong-tru-benh-hai-do-nam-phytophthora-tren-cay-sau-rieng,#N/A,Đúng,4,4,3,4,3,3,3,3,4,1,1,1,1,1,,,,,,,,,,,,,,,,
Kinh doanh BVTV,sầu riêng gai nhím,sầu riêng gai nù,Yes,,Blog,590,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/sau-rieng-bi-gai-nu,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/sau-rieng-bi-gai-nu,#N/A,Đúng,4,4,6,-,-,7,-,9,4,-,-,-,-,-,,,,,,,,,,,,,,,,
Chuột & động vật hại,thuốc diệt chuột sinh học là gì,thuốc chuột dạng viên,No,,Sản phẩm,40,Tối ưu content,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,Đúng,4,4,4,8,13,6,7,7,4,1,1,1,1,1,,,,,,,,,,,,,,,,
Bệnh lý – Rau màu,thuốc trị bệnh sương mai,thuốc trị bệnh sương mai,Yes,,Sản phẩm,50,Tối ưu content,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-benh/phytocide-50wp,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-rau-mau/bien-phap-phong-tru-benh-gia-suong-mai-tren-cay-dua-leo,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-benh/phytocide-50wp,Sai,4,4,4,4,4,4,4,4,4,16,15,15,15,22,,,,,,,,,,,,,,,,
Bệnh lý – Rau màu,thuốc trị bệnh héo xanh trên cây cà chua,thuốc trị héo xanh,Yes,7,Blog,10,Tối ưu technical,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-rau-mau/bien-phap-quan-ly-benh-heo-xanh-tren-cay-trong-ho-ca-va-ho-bau-bi-dua,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-rau-mau/bien-phap-quan-ly-benh-heo-xanh-tren-cay-trong-ho-ca-va-ho-bau-bi-dua,#N/A,Đúng,4,4,4,4,4,6,6,3,4,5,5,5,5,-,,,,,,,,,,,,,,,,
Bệnh lý – Rau màu,thuốc trị héo xanh cà chua,thuốc trị héo xanh,Yes,7,Blog,10,Tối ưu technical,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-rau-mau/bien-phap-quan-ly-benh-heo-xanh-tren-cay-trong-ho-ca-va-ho-bau-bi-dua,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-rau-mau/bien-phap-quan-ly-benh-heo-xanh-tren-cay-trong-ho-ca-va-ho-bau-bi-dua,#N/A,Đúng,4,4,4,4,3,4,4,5,4,2,3,3,2,-,,,,,,,,,,,,,,,,
Sâu hại – Tổng hợp,trừ sâu sinh học,thuốc trừ sâu,No,,DMSP,170,Tối ưu technical,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau,Đúng,4,4,4,5,5,3,3,6,4,-,-,-,-,-,,,,,,,,,,,,,,,,
Sâu hại – Lúa,cách trị sâu đục thân hại lúa,vòng đời sâu đục thân,Yes,6,Blog,110,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/vong-doi-sau-duc-than,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/cach-cuu-cay-bi-sau-duc-than,Indexed,Sai,4,4,4,4,4,3,2,2,4,1,6,6,7,-,,,,,,,,,,,,,,,,
Sâu hại – Lúa,thuốc đặc trị sâu đục thân lúa,vòng đời sâu đục thân,Yes,3,Blog,210,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/vong-doi-sau-duc-than,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/cach-cuu-cay-bi-sau-duc-than,Indexed,Sai,4,4,4,4,6,4,-,-,4,22,40,40,23,13,,,,,,,,,,,,,,,,
Bệnh lý – Cây công nghiệp,bệnh khô cành trên cây cà phê,bệnh khô cành khô quả trên cây cà phê,Yes,,Blog,30,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/benh-kho-canh-kho-qua-tren-cay-ca-phe,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/benh-kho-canh-kho-qua-tren-cay-ca-phe,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/benh-kho-canh-kho-qua-tren-cay-ca-phe,Đúng,5,5,5,7,5,3,9,20,5,1,1,1,4,4,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,cách trị bệnh sầu riêng,bệnh sầu riêng,Yes,6,Blog,10,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-tren-cay-sau-rieng,http://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/benh-tren-cay-sau-rieng,Indexed,Sai,5,5,4,5,5,6,7,4,5,1,4,4,4,3,,,,,,,,,,,,,,,,
Bệnh lý – Rau màu,bệnh sương mai,bệnh sương mai,Yes,4,Blog,590,Viết mới,,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-rau-mau/bien-phap-phong-tru-benh-gia-suong-mai-tren-cay-dua-leo,#N/A,Sai,5,5,4,4,4,4,4,4,5,-,4,4,5,-,,,,,,,,,,,,,,,,
Bệnh lý – Lúa,bệnh xoăn lá,bệnh xoăn lá,Yes,4,Blog,50,Viết mới,,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-ca-chua/benh-xoan-la-tren-cay-ca-chua-va-bien-phap-quan-ly,#N/A,Sai,5,5,5,5,5,5,5,5,5,-,-,-,-,-,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,đốm mắt cua trên sầu riêng,đốm mắt cua sầu riêng,Yes,7,Blog,20,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/dom-mat-cua-sau-rieng,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/dom-mat-cua-sau-rieng,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/dom-mat-cua-sau-rieng,Đúng,5,5,6,6,6,4,4,6,5,-,-,-,-,-,,,,,,,,,,,,,,,,
Chuột & động vật hại,thuốc diệt chuột,thuốc diệt chuột,Yes,3,DMSP,5400,Tối ưu technical,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot,Sai,5,5,9,4,4,5,4,6,5,-,-,-,-,-,,,,,,,,,,,,,,,,
Sâu hại – Tổng hợp,thuốc diệt nhện đỏ,thuốc diệt nhện,Yes,5,Sản phẩm,90,Tối ưu content,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau/nilmite-550sc,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau/nilmite-550sc,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau/nilmite-550sc,Đúng,5,5,4,5,5,4,5,5,5,-,-,-,-,-,,,,,,,,,,,,,,,,
Bệnh lý – Lúa,thuốc đặc trị bệnh đạo ôn cổ bông trên lúa,thuốc đặc trị đạo ôn,Yes,6,Sản phẩm,20,Tối ưu content,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-benh/taiyou-20sc,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/dao-on-co-bong,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-benh/taiyou-20sc,Sai,5,5,4,9,10,11,13,26,5,-,-,-,-,-,,,,,,,,,,,,,,,,
Sâu hại – Rau màu,cách trị rầy phấn trắng,thuốc trị rầy phấn trắng,Yes,,Blog,30,Tối ưu technical,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/ray-phan-trang-bien-phap-phong-tru,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/ray-phan-trang-bien-phap-phong-tru,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/ray-phan-trang-bien-phap-phong-tru,Đúng,5,5,6,6,6,5,6,6,5,2,13,13,51,13,,,,,,,,,,,,,,,,
Bệnh lý – Lúa,thuốc trị vi khuẩn lúa,thuốc trị vi khuẩn lúa,Yes,,Sản phẩm,30,Tối ưu content,,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-benh/agrilife-100sl,#N/A,Sai,5,5,-,6,-,-,-,38,5,-,-,-,-,-,,,,,,,,,,,,,,,,
Thuốc trừ cỏ,thuốc trừ cỏ hậu nảy mầm tốt nhất,thuốc trừ cỏ hậu nảy mầm,Yes,4,Sản phẩm,140,Tối ưu content,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-co/hilton-usa-320ec,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/thuoc-tru-co-hau-nay-mam-som,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-co/hilton-usa-320ec,Sai,5,5,8,7,10,8,8,57,5,-,-,-,-,-,,,,,,,,,,,,,,,,
Sâu hại – Tổng hợp,thuốc trừ sâu sinh học,thuốc trừ sâu,Yes,,DMSP,2400,Tối ưu technical,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-sau,Đúng,5,5,5,4,4,5,5,5,5,-,-,-,-,-,,,,,,,,,,,,,,,,
Sâu hại – Tổng hợp,tỷ lệ pha thuốc trừ sâu sinh học,thuốc trừ sâu sinh học là gì,Yes,,Blog,40,Viết mới,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/thuoc-tru-sau-sinh-hoc-la-gi,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/thuoc-tru-sau-sinh-hoc-la-gi,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/thuoc-tru-sau-sinh-hoc-la-gi,Đúng,5,5,10,8,8,9,9,9,5,5,12,12,4,5,,,,,,,,,,,,,,,,
Bệnh lý – Rau màu,sương mai cà chua,bệnh sương mai cà chua,Yes,,Blog,70,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-ca-chua/benh-suong-mai-tren-cay-ca-chua,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-ca-chua/benh-suong-mai-tren-cay-ca-chua,Indexed,Đúng,6,6,3,4,4,5,5,6,6,-,-,-,-,-,,,,,,,,,,,,,,,,
Bệnh lý – Rau màu,bệnh thán thư trên cà chua,bệnh thán thư trên cà chua,Yes,4,Blog,20,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/benh-than-thu-tren-cay-ca-chua,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/benh-than-thu-tren-cay-ca-chua,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/benh-than-thu-tren-cay-ca-chua,Đúng,6,6,6,6,5,5,5,10,6,-,-,-,-,-,,,,,,,,,,,,,,,,
Kiến thức bệnh hại,các loại nấm gây bệnh ở thực vật,các loại nấm gây bệnh ở thực vật,Yes,,Blog,40,Tối ưu content,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/cac-loai-nam-gay-benh-o-thuc-vat,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/cac-loai-nam-gay-benh-o-thuc-vat,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/cac-loai-nam-gay-benh-o-thuc-vat,Đúng,6,6,16,12,14,13,18,17,6,-,-,-,-,-,,,,,,,,,,,,,,,,
Kỹ thuật canh tác – Sầu riêng,phân bón chống rụng trái non,chống rụng hoa và trái non,Yes,,Blog,10,Tối ưu technical,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-rau-mau/chong-rung-hoa-va-trai-non,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/chong-rung-hoa-va-trai-non,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-trong-khac/cay-rau-mau/chong-rung-hoa-va-trai-non,Sai,6,6,8,8,11,16,18,7,6,23,7,7,14,-,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,bệnh đốm mắt cua trên cây sầu riêng,đốm mắt cua sầu riêng,Yes,7,Blog,70,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/dom-mat-cua-sau-rieng,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/dom-mat-cua-sau-rieng,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/dom-mat-cua-sau-rieng,Đúng,6,6,5,5,5,4,4,5,6,-,-,-,-,-,,,,,,,,,,,,,,,,
Bệnh lý – Sầu riêng,hoạt chất trị nấm phytophthora,hoạt chất trị nấm phytophthora,Yes,9,Sản phẩm,90,Tối ưu content,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-benh/eddy-72wp,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-sau-rieng/phong-tru-benh-hai-do-nam-phytophthora-tren-cay-sau-rieng,#N/A,Sai,6,6,6,7,6,4,5,7,6,1,6,6,5,4,,,,,,,,,,,,,,,,
Kỹ thuật canh tác – Lúa,kỹ thuật chăm sóc lúa gieo sạ,kỹ thuật chăm sóc lúa gieo sạ,Yes,,Blog,90,Viết mới,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/ky-thuat-cham-soc-lua-gieo-sa,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/bon-phan-cho-lua,https://www.hoptrisummit.com/quy-trinh-giai-phap/cay-lua/ky-thuat-cham-soc-lua-gieo-sa,Sai,6,6,3,3,3,7,10,4,6,1,1,1,1,1,,,,,,,,,,,,,,,,
Sâu hại – Tổng hợp,phun thuốc trừ sâu đúng cách,phun thuốc trừ sâu đúng cách,Yes,,Blog,50,Viết mới,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/phun-thuoc-tru-sau-dung-cach,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/phun-thuoc-tru-sau-dung-cach,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/phun-thuoc-tru-sau-dung-cach,Đúng,6,6,7,5,6,9,12,8,6,-,49,49,-,51,,,,,,,,,,,,,,,,
Kỹ thuật canh tác – Sầu riêng,thuốc chống rụng trái non,thuốc chống rụng trái non,Yes,,Sản phẩm,140,,,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/chong-rung-hoa-va-trai-non,#N/A,Sai,6,6,6,6,9,9,11,6,6,5,4,4,5,5,,,,,,,,,,,,,,,,
Chuột & động vật hại,thuốc chuột viên,thuốc chuột dạng viên,Yes,8,Sản phẩm,70,Tối ưu content,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,https://www.hoptrisummit.com/san-pham/suc-khoe-cong-dong/diet-chuot/thuoc-diet-chuot-storm-0-005,Đúng,6,6,4,3,3,3,4,5,6,-,5,5,5,18,,,,,,,,,,,,,,,,
Thuốc trừ cỏ,thuốc trừ cỏ hậu nảy mầm,thuốc trừ cỏ hậu nảy mầm,Yes,,Sản phẩm,70,Tối ưu content,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-co/hilton-usa-320ec,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/thuoc-tru-co-hau-nay-mam-som,https://www.hoptrisummit.com/san-pham/thuoc-bao-ve-thuc-vat/thuoc-tru-co/hilton-usa-320ec,Sai,6,6,8,8,8,8,9,-,6,3,5,5,4,3,,,,,,,,,,,,,,,,
Thuốc trừ cỏ,thuốc trừ cỏ tiền nảy mầm,thuốc trừ cỏ hậu nảy mầm,Yes,,Sản phẩm,70,Tối ưu content,,https://www.hoptrisummit.com/tin-tuc/tin-nong-nghiep/thuoc-tru-co-hau-nay-mam-som,#N/A,Sai,6,6,16,12,12,12,11,-,6,-,2,2,2,2,,,,,,,,,,,,,,,,
